Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Togo,TGO,AFR,LIC,2026,1,15_64,
Togo,TGO,AFR,LIC,2026,2,5_14,
Togo,TGO,AFR,LIC,2026,2,15_64,
Togo,TGO,AFR,LIC,2026,1,5_14,
Togo,TGO,AFR,LIC,2026,1,0_4,
Togo,TGO,AFR,LIC,2026,4,65+,
Tokelau,TKL,WPR,,2026,2,15_64,
Togo,TGO,AFR,LIC,2026,3,65+,
Togo,TGO,AFR,LIC,2026,1,65+,
Timor-Leste,TLS,SEAR,LMC,2026,4,5_14,
Timor-Leste,TLS,SEAR,LMC,2026,3,65+,
Timor-Leste,TLS,SEAR,LMC,2026,3,5_14,
Timor-Leste,TLS,SEAR,LMC,2026,2,5_14,
Timor-Leste,TLS,SEAR,LMC,2026,1,65+,
Timor-Leste,TLS,SEAR,LMC,2026,1,5_14,
Timor-Leste,TLS,SEAR,LMC,2026,4,65+,
Timor-Leste,TLS,SEAR,LMC,2026,2,65+,
Timor-Leste,TLS,SEAR,LMC,2026,4,0_4,
Timor-Leste,TLS,SEAR,LMC,2026,3,0_4,
Timor-Leste,TLS,SEAR,LMC,2026,2,0_4,
Timor-Leste,TLS,SEAR,LMC,2026,1,0_4,
Togo,TGO,AFR,LIC,2026,2,65+,
Turkmenistan,TKM,EUR,UMC,2026,4,65+,
Tokelau,TKL,WPR,,2026,3,15_64,
Tokelau,TKL,WPR,,2026,1,15_64,
Tonga,TON,WPR,UMC,2026,4,5_14,
Tonga,TON,WPR,UMC,2026,4,15_64,
Tonga,TON,WPR,UMC,2026,3,5_14,
Tonga,TON,WPR,UMC,2026,3,15_64,
Tonga,TON,WPR,UMC,2026,2,5_14,
Tonga,TON,WPR,UMC,2026,4,0_4,
Tonga,TON,WPR,UMC,2026,2,15_64,
Tonga,TON,WPR,UMC,2026,3,0_4,
Tonga,TON,WPR,UMC,2026,1,5_14,
Tonga,TON,WPR,UMC,2026,2,0_4,
Tonga,TON,WPR,UMC,2026,1,0_4,
Tonga,TON,WPR,UMC,2026,1,15_64,
Tonga,TON,WPR,UMC,2026,4,65+,
Tokelau,TKL,WPR,,2026,4,15_64,
Tonga,TON,WPR,UMC,2026,3,65+,
Tonga,TON,WPR,UMC,2026,1,65+,
Tokelau,TKL,WPR,,2026,4,65+,
Tokelau,TKL,WPR,,2026,3,65+,
Tokelau,TKL,WPR,,2026,2,65+,
Tokelau,TKL,WPR,,2026,1,65+,
Tokelau,TKL,WPR,,2026,1,0_4,
Tokelau,TKL,WPR,,2026,4,5_14,
Tokelau,TKL,WPR,,2026,4,0_4,
Tokelau,TKL,WPR,,2026,3,5_14,
Tokelau,TKL,WPR,,2026,3,0_4,
Tokelau,TKL,WPR,,2026,2,5_14,
Tokelau,TKL,WPR,,2026,2,0_4,
Tokelau,TKL,WPR,,2026,1,5_14,
Tonga,TON,WPR,UMC,2026,2,65+,
Turks and Caicos Islands,TCA,AMR,HIC,2026,1,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,2,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,2,5_14,0
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,4,15_64,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,3,15_64,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,2,15_64,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,1,15_64,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,4,5_14,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,3,65+,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,3,5_14,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,4,0_4,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,3,0_4,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,2,65+,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,2,0_4,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,1,0_4,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,2,5_14,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,4,65+,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,1,65+,
United Arab Emirates,ARE,EMR,HIC,2026,4,65+,
United Arab Emirates,ARE,EMR,HIC,2026,4,5_14,
United Arab Emirates,ARE,EMR,HIC,2026,4,15_64,
United Arab Emirates,ARE,EMR,HIC,2026,3,65+,
United Arab Emirates,ARE,EMR,HIC,2026,3,5_14,
United Arab Emirates,ARE,EMR,HIC,2026,3,15_64,
United Arab Emirates,ARE,EMR,HIC,2026,2,65+,
United Arab Emirates,ARE,EMR,HIC,2026,2,5_14,
United Arab Emirates,ARE,EMR,HIC,2026,2,15_64,
United Arab Emirates,ARE,EMR,HIC,2026,1,65+,
United Arab Emirates,ARE,EMR,HIC,2026,1,5_14,
United Arab Emirates,ARE,EMR,HIC,2026,1,15_64,
United Arab Emirates,ARE,EMR,HIC,2026,4,0_4,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2026,1,5_14,
United Arab Emirates,ARE,EMR,HIC,2026,3,0_4,
"United Kingdom, England",X09,EUR,,2026,1,65+,
"United Kingdom, England",X09,EUR,,2026,1,15_64,
"United Kingdom, Northern Ireland",X11,EUR,,2026,4,0_4,
"United Kingdom, Northern Ireland",X11,EUR,,2026,3,0_4,
"United Kingdom, Northern Ireland",X11,EUR,,2026,2,5_14,
"United Kingdom, Northern Ireland",X11,EUR,,2026,2,0_4,
"United Kingdom, Northern Ireland",X11,EUR,,2026,1,0_4,
"United Kingdom, Northern Ireland",X11,EUR,,2026,3,5_14,
"United Kingdom, Northern Ireland",X11,EUR,,2026,4,15_64,
"United Kingdom, Northern Ireland",X11,EUR,,2026,1,5_14,
"United Kingdom, Northern Ireland",X11,EUR,,2026,3,15_64,
"United Kingdom, Northern Ireland",X11,EUR,,2026,2,15_64,
"United Kingdom, Northern Ireland",X11,EUR,,2026,1,15_64,
"United Kingdom, Northern Ireland",X11,EUR,,2026,4,65+,
"United Kingdom, Northern Ireland",X11,EUR,,2026,3,65+,
"United Kingdom, England",X09,EUR,,2026,2,65+,
"United Kingdom, Northern Ireland",X11,EUR,,2026,2,65+,
"United Kingdom, England",X09,EUR,,2026,4,5_14,
"United Kingdom, England",X09,EUR,,2026,3,5_14,
"United Kingdom, England",X09,EUR,,2026,4,0_4,
"United Kingdom, England",X09,EUR,,2026,1,5_14,
"United Kingdom, England",X09,EUR,,2026,3,0_4,
"United Kingdom, England",X09,EUR,,2026,2,5_14,
"United Kingdom, England",X09,EUR,,2026,2,0_4,
"United Kingdom, England",X09,EUR,,2026,1,0_4,
"United Kingdom, England",X09,EUR,,2026,4,15_64,
"United Kingdom, England",X09,EUR,,2026,3,15_64,
"United Kingdom, England",X09,EUR,,2026,4,65+,
"United Kingdom, England",X09,EUR,,2026,2,15_64,
"United Kingdom, England",X09,EUR,,2026,3,65+,
"United Kingdom, Northern Ireland",X11,EUR,,2026,1,65+,
"United Kingdom, Scotland",X12,EUR,,2026,2,15_64,
United Arab Emirates,ARE,EMR,HIC,2026,2,0_4,
Ukraine,UKR,EUR,UMC,2026,3,65+,0
Tuvalu,TUV,WPR,UMC,2026,4,5_14,
Tuvalu,TUV,WPR,UMC,2026,4,15_64,
Tuvalu,TUV,WPR,UMC,2026,3,65+,
Tuvalu,TUV,WPR,UMC,2026,3,5_14,
Tuvalu,TUV,WPR,UMC,2026,3,15_64,
Tuvalu,TUV,WPR,UMC,2026,2,65+,
Tuvalu,TUV,WPR,UMC,2026,2,5_14,
Tuvalu,TUV,WPR,UMC,2026,2,15_64,
Tuvalu,TUV,WPR,UMC,2026,1,65+,
Tuvalu,TUV,WPR,UMC,2026,1,5_14,
Tuvalu,TUV,WPR,UMC,2026,1,15_64,
Tuvalu,TUV,WPR,UMC,2026,4,0_4,
Tuvalu,TUV,WPR,UMC,2026,3,0_4,
Tuvalu,TUV,WPR,UMC,2026,4,65+,
Tuvalu,TUV,WPR,UMC,2026,2,0_4,
Turks and Caicos Islands,TCA,AMR,HIC,2026,3,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,4,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,4,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,3,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,3,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,2,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,4,5_14,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,1,0_4,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,3,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,4,15_64,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,1,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,2,65+,0
Turks and Caicos Islands,TCA,AMR,HIC,2026,1,5_14,0
Tuvalu,TUV,WPR,UMC,2026,1,0_4,
United Arab Emirates,ARE,EMR,HIC,2026,1,0_4,
Uganda,UGA,AFR,LIC,2026,4,15_64,
Uganda,UGA,AFR,LIC,2026,1,5_14,
Ukraine,UKR,EUR,UMC,2026,3,5_14,0
Ukraine,UKR,EUR,UMC,2026,4,65+,0
Ukraine,UKR,EUR,UMC,2026,3,0_4,0
Ukraine,UKR,EUR,UMC,2026,4,0_4,0
Ukraine,UKR,EUR,UMC,2026,2,15_64,0
Ukraine,UKR,EUR,UMC,2026,1,0_4,0
Ukraine,UKR,EUR,UMC,2026,1,65+,1
Ukraine,UKR,EUR,UMC,2026,3,15_64,0
Ukraine,UKR,EUR,UMC,2026,4,5_14,0
Ukraine,UKR,EUR,UMC,2026,2,5_14,0
Ukraine,UKR,EUR,UMC,2026,4,15_64,0
Ukraine,UKR,EUR,UMC,2026,2,0_4,0
Ukraine,UKR,EUR,UMC,2026,2,65+,0
Uganda,UGA,AFR,LIC,2026,1,0_4,
Ukraine,UKR,EUR,UMC,2026,1,5_14,0
Uganda,UGA,AFR,LIC,2026,4,65+,
Uganda,UGA,AFR,LIC,2026,3,65+,
Uganda,UGA,AFR,LIC,2026,3,15_64,
Uganda,UGA,AFR,LIC,2026,2,65+,
Uganda,UGA,AFR,LIC,2026,2,15_64,
Uganda,UGA,AFR,LIC,2026,1,65+,
Uganda,UGA,AFR,LIC,2026,1,15_64,
Uganda,UGA,AFR,LIC,2026,4,5_14,
Uganda,UGA,AFR,LIC,2026,4,0_4,
Uganda,UGA,AFR,LIC,2026,3,0_4,
Uganda,UGA,AFR,LIC,2026,3,5_14,
Uganda,UGA,AFR,LIC,2026,2,5_14,
Uganda,UGA,AFR,LIC,2026,2,0_4,
Ukraine,UKR,EUR,UMC,2026,1,15_64,0
Libya,LBY,EMR,UMC,2026,1,5_14,
Saint Lucia,LCA,AMR,UMC,2026,3,0_4,0
Saint Lucia,LCA,AMR,UMC,2026,1,15_64,0
Mozambique,MOZ,AFR,LIC,2026,1,5_14,
Mozambique,MOZ,AFR,LIC,2026,1,15_64,
Mozambique,MOZ,AFR,LIC,2026,3,65+,
Mozambique,MOZ,AFR,LIC,2026,1,65+,
Morocco,MAR,EMR,LMC,2026,4,5_14,
Morocco,MAR,EMR,LMC,2026,4,0_4,
Morocco,MAR,EMR,LMC,2026,3,5_14,
Morocco,MAR,EMR,LMC,2026,3,0_4,
Morocco,MAR,EMR,LMC,2026,2,5_14,
Morocco,MAR,EMR,LMC,2026,2,0_4,
Morocco,MAR,EMR,LMC,2026,1,5_14,
Morocco,MAR,EMR,LMC,2026,1,0_4,
Morocco,MAR,EMR,LMC,2026,4,15_64,
Morocco,MAR,EMR,LMC,2026,3,15_64,
Morocco,MAR,EMR,LMC,2026,2,15_64,
Morocco,MAR,EMR,LMC,2026,1,15_64,
Morocco,MAR,EMR,LMC,2026,4,65+,
Morocco,MAR,EMR,LMC,2026,3,65+,
Morocco,MAR,EMR,LMC,2026,2,65+,
Morocco,MAR,EMR,LMC,2026,1,65+,
Montserrat,MSR,AMR,,2026,4,5_14,
Montserrat,MSR,AMR,,2026,4,0_4,
Montserrat,MSR,AMR,,2026,3,5_14,
Montserrat,MSR,AMR,,2026,3,15_64,
Montserrat,MSR,AMR,,2026,2,5_14,
Montserrat,MSR,AMR,,2026,2,0_4,
Montserrat,MSR,AMR,,2026,1,5_14,
Mozambique,MOZ,AFR,LIC,2026,2,15_64,
Mozambique,MOZ,AFR,LIC,2026,2,5_14,
Mozambique,MOZ,AFR,LIC,2026,3,15_64,
Mozambique,MOZ,AFR,LIC,2026,3,5_14,
Namibia,NAM,AFR,UMC,2026,3,15_64,
Namibia,NAM,AFR,UMC,2026,2,15_64,
Namibia,NAM,AFR,UMC,2026,1,15_64,
Namibia,NAM,AFR,UMC,2026,2,5_14,
Myanmar,MMR,SEAR,LMC,2026,4,15_64,
Myanmar,MMR,SEAR,LMC,2026,4,5_14,
Myanmar,MMR,SEAR,LMC,2026,4,0_4,
Myanmar,MMR,SEAR,LMC,2026,3,5_14,
Myanmar,MMR,SEAR,LMC,2026,3,15_64,
Myanmar,MMR,SEAR,LMC,2026,3,0_4,
Myanmar,MMR,SEAR,LMC,2026,2,15_64,
Myanmar,MMR,SEAR,LMC,2026,2,5_14,
Myanmar,MMR,SEAR,LMC,2026,1,15_64,
Montserrat,MSR,AMR,,2026,1,15_64,
Myanmar,MMR,SEAR,LMC,2026,2,0_4,
Myanmar,MMR,SEAR,LMC,2026,1,0_4,
Myanmar,MMR,SEAR,LMC,2026,4,65+,
Myanmar,MMR,SEAR,LMC,2026,3,65+,
Myanmar,MMR,SEAR,LMC,2026,2,65+,
Myanmar,MMR,SEAR,LMC,2026,1,65+,
Mozambique,MOZ,AFR,LIC,2026,4,65+,
Mozambique,MOZ,AFR,LIC,2026,4,0_4,
Mozambique,MOZ,AFR,LIC,2026,3,0_4,
Mozambique,MOZ,AFR,LIC,2026,2,65+,
Mozambique,MOZ,AFR,LIC,2026,2,0_4,
Mozambique,MOZ,AFR,LIC,2026,1,0_4,
Mozambique,MOZ,AFR,LIC,2026,4,5_14,
Mozambique,MOZ,AFR,LIC,2026,4,15_64,
Myanmar,MMR,SEAR,LMC,2026,1,5_14,
Montserrat,MSR,AMR,,2026,4,15_64,
Montserrat,MSR,AMR,,2026,3,0_4,
Montserrat,MSR,AMR,,2026,2,15_64,
Mongolia,MNG,WPR,UMC,2026,1,0_4,
Mongolia,MNG,WPR,UMC,2026,4,15_64,
Mongolia,MNG,WPR,UMC,2026,3,15_64,
Mongolia,MNG,WPR,UMC,2026,2,15_64,
Mongolia,MNG,WPR,UMC,2026,1,15_64,
Monaco,MCO,EUR,HIC,2026,4,0_4,
Monaco,MCO,EUR,HIC,2026,3,0_4,
Monaco,MCO,EUR,HIC,2026,2,0_4,
Monaco,MCO,EUR,HIC,2026,1,0_4,
Monaco,MCO,EUR,HIC,2026,4,5_14,
Monaco,MCO,EUR,HIC,2026,4,15_64,
Monaco,MCO,EUR,HIC,2026,3,5_14,
Monaco,MCO,EUR,HIC,2026,3,15_64,
Mongolia,MNG,WPR,UMC,2026,1,5_14,
Monaco,MCO,EUR,HIC,2026,2,5_14,
Monaco,MCO,EUR,HIC,2026,1,5_14,
Monaco,MCO,EUR,HIC,2026,1,15_64,
Monaco,MCO,EUR,HIC,2026,4,65+,
Monaco,MCO,EUR,HIC,2026,3,65+,
Monaco,MCO,EUR,HIC,2026,2,65+,
Monaco,MCO,EUR,HIC,2026,1,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2026,4,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2026,4,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2026,3,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2026,2,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2026,2,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2026,1,0_4,
Micronesia (Federated States of),FSM,WPR,LMC,2026,4,5_14,
Monaco,MCO,EUR,HIC,2026,2,15_64,
Namibia,NAM,AFR,UMC,2026,4,15_64,
Mongolia,MNG,WPR,UMC,2026,1,65+,
Mongolia,MNG,WPR,UMC,2026,2,5_14,
Montserrat,MSR,AMR,,2026,1,0_4,
Montserrat,MSR,AMR,,2026,4,65+,
Montserrat,MSR,AMR,,2026,3,65+,
Montserrat,MSR,AMR,,2026,2,65+,
Montserrat,MSR,AMR,,2026,1,65+,
Montenegro,MNE,EUR,UMC,2026,4,65+,
Montenegro,MNE,EUR,UMC,2026,4,5_14,
Montenegro,MNE,EUR,UMC,2026,4,0_4,
Montenegro,MNE,EUR,UMC,2026,3,65+,
Montenegro,MNE,EUR,UMC,2026,3,5_14,
Montenegro,MNE,EUR,UMC,2026,3,0_4,
Montenegro,MNE,EUR,UMC,2026,2,65+,
Montenegro,MNE,EUR,UMC,2026,2,5_14,
Mongolia,MNG,WPR,UMC,2026,2,0_4,
Montenegro,MNE,EUR,UMC,2026,2,0_4,
Montenegro,MNE,EUR,UMC,2026,4,15_64,
Montenegro,MNE,EUR,UMC,2026,1,5_14,
Montenegro,MNE,EUR,UMC,2026,3,15_64,
Montenegro,MNE,EUR,UMC,2026,1,0_4,
Montenegro,MNE,EUR,UMC,2026,2,15_64,
Montenegro,MNE,EUR,UMC,2026,1,15_64,
Mongolia,MNG,WPR,UMC,2026,4,65+,
Mongolia,MNG,WPR,UMC,2026,4,5_14,
Mongolia,MNG,WPR,UMC,2026,4,0_4,
Mongolia,MNG,WPR,UMC,2026,3,65+,
Mongolia,MNG,WPR,UMC,2026,3,5_14,
Mongolia,MNG,WPR,UMC,2026,3,0_4,
Mongolia,MNG,WPR,UMC,2026,2,65+,
Montenegro,MNE,EUR,UMC,2026,1,65+,
Namibia,NAM,AFR,UMC,2026,1,0_4,
Namibia,NAM,AFR,UMC,2026,1,5_14,
Namibia,NAM,AFR,UMC,2026,1,65+,
New Zealand,NZL,WPR,HIC,2026,4,0_4,
New Zealand,NZL,WPR,HIC,2026,3,0_4,
New Zealand,NZL,WPR,HIC,2026,2,0_4,
New Zealand,NZL,WPR,HIC,2026,1,0_4,
New Caledonia,NCL,WPR,HIC,2026,4,5_14,
New Caledonia,NCL,WPR,HIC,2026,3,65+,
New Caledonia,NCL,WPR,HIC,2026,3,5_14,
New Caledonia,NCL,WPR,HIC,2026,2,65+,
New Caledonia,NCL,WPR,HIC,2026,2,5_14,
New Caledonia,NCL,WPR,HIC,2026,1,65+,
New Caledonia,NCL,WPR,HIC,2026,1,5_14,
New Caledonia,NCL,WPR,HIC,2026,4,65+,
New Caledonia,NCL,WPR,HIC,2026,4,0_4,
New Zealand,NZL,WPR,HIC,2026,1,15_64,
New Caledonia,NCL,WPR,HIC,2026,3,0_4,
New Caledonia,NCL,WPR,HIC,2026,1,0_4,
New Caledonia,NCL,WPR,HIC,2026,4,15_64,
New Caledonia,NCL,WPR,HIC,2026,3,15_64,
New Caledonia,NCL,WPR,HIC,2026,2,15_64,
New Caledonia,NCL,WPR,HIC,2026,1,15_64,
Netherlands Antilles,ANT,AMR,,2026,4,65+,
Netherlands Antilles,ANT,AMR,,2026,4,5_14,
Netherlands Antilles,ANT,AMR,,2026,3,65+,
Netherlands Antilles,ANT,AMR,,2026,3,5_14,
Netherlands Antilles,ANT,AMR,,2026,3,0_4,
Netherlands Antilles,ANT,AMR,,2026,2,65+,
Netherlands Antilles,ANT,AMR,,2026,2,5_14,
Netherlands Antilles,ANT,AMR,,2026,2,0_4,
New Caledonia,NCL,WPR,HIC,2026,2,0_4,
Netherlands Antilles,ANT,AMR,,2026,1,65+,
New Zealand,NZL,WPR,HIC,2026,1,5_14,
New Zealand,NZL,WPR,HIC,2026,2,15_64,
Niger,NER,AFR,LIC,2026,2,15_64,
Niger,NER,AFR,LIC,2026,1,15_64,
Niger,NER,AFR,LIC,2026,4,5_14,
Niger,NER,AFR,LIC,2026,2,5_14,
Nicaragua,NIC,AMR,LMC,2026,4,5_14,
Nicaragua,NIC,AMR,LMC,2026,4,0_4,
Nicaragua,NIC,AMR,LMC,2026,3,5_14,
Nicaragua,NIC,AMR,LMC,2026,3,0_4,
Nicaragua,NIC,AMR,LMC,2026,2,5_14,
Nicaragua,NIC,AMR,LMC,2026,2,0_4,
Nicaragua,NIC,AMR,LMC,2026,1,5_14,
Nicaragua,NIC,AMR,LMC,2026,1,0_4,
Nicaragua,NIC,AMR,LMC,2026,4,65+,
New Zealand,NZL,WPR,HIC,2026,1,65+,
Nicaragua,NIC,AMR,LMC,2026,3,65+,
Nicaragua,NIC,AMR,LMC,2026,4,15_64,
Nicaragua,NIC,AMR,LMC,2026,1,65+,
Nicaragua,NIC,AMR,LMC,2026,3,15_64,
Nicaragua,NIC,AMR,LMC,2026,2,15_64,
Nicaragua,NIC,AMR,LMC,2026,1,15_64,
New Zealand,NZL,WPR,HIC,2026,4,65+,
New Zealand,NZL,WPR,HIC,2026,4,5_14,
New Zealand,NZL,WPR,HIC,2026,4,15_64,
New Zealand,NZL,WPR,HIC,2026,3,65+,
New Zealand,NZL,WPR,HIC,2026,3,5_14,
New Zealand,NZL,WPR,HIC,2026,3,15_64,
New Zealand,NZL,WPR,HIC,2026,2,65+,
New Zealand,NZL,WPR,HIC,2026,2,5_14,
Nicaragua,NIC,AMR,LMC,2026,2,65+,
Micronesia (Federated States of),FSM,WPR,LMC,2026,4,15_64,
Netherlands Antilles,ANT,AMR,,2026,1,5_14,
Netherlands Antilles,ANT,AMR,,2026,3,15_64,
Nepal,NPL,SEAR,LMC,2026,2,5_14,
Nepal,NPL,SEAR,LMC,2026,2,0_4,
Nepal,NPL,SEAR,LMC,2026,1,5_14,
Nepal,NPL,SEAR,LMC,2026,4,15_64,
Nauru,NRU,WPR,HIC,2026,4,0_4,
Nauru,NRU,WPR,HIC,2026,3,5_14,
Nauru,NRU,WPR,HIC,2026,3,0_4,
Nauru,NRU,WPR,HIC,2026,2,0_4,
Nauru,NRU,WPR,HIC,2026,1,5_14,
Nauru,NRU,WPR,HIC,2026,1,0_4,
Nauru,NRU,WPR,HIC,2026,4,65+,
Nauru,NRU,WPR,HIC,2026,4,15_64,
Nauru,NRU,WPR,HIC,2026,3,65+,
Nepal,NPL,SEAR,LMC,2026,3,0_4,
Nauru,NRU,WPR,HIC,2026,3,15_64,
Nauru,NRU,WPR,HIC,2026,2,15_64,
Nauru,NRU,WPR,HIC,2026,1,65+,
Nauru,NRU,WPR,HIC,2026,1,15_64,
Nauru,NRU,WPR,HIC,2026,4,5_14,
Nauru,NRU,WPR,HIC,2026,2,5_14,
Namibia,NAM,AFR,UMC,2026,4,65+,
Namibia,NAM,AFR,UMC,2026,4,5_14,
Namibia,NAM,AFR,UMC,2026,4,0_4,
Namibia,NAM,AFR,UMC,2026,3,65+,
Namibia,NAM,AFR,UMC,2026,3,5_14,
Namibia,NAM,AFR,UMC,2026,3,0_4,
Namibia,NAM,AFR,UMC,2026,2,65+,
Namibia,NAM,AFR,UMC,2026,2,0_4,
Nauru,NRU,WPR,HIC,2026,2,65+,
Netherlands Antilles,ANT,AMR,,2026,1,0_4,
Nepal,NPL,SEAR,LMC,2026,1,0_4,
Nepal,NPL,SEAR,LMC,2026,1,15_64,
Netherlands Antilles,ANT,AMR,,2026,2,15_64,
Netherlands Antilles,ANT,AMR,,2026,1,15_64,
Netherlands Antilles,ANT,AMR,,2026,4,0_4,
Netherlands Antilles,ANT,AMR,,2026,4,15_64,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,4,65+,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,4,5_14,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,4,15_64,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,3,65+,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,3,5_14,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,3,15_64,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,2,65+,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,2,5_14,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,2,15_64,
Nepal,NPL,SEAR,LMC,2026,3,5_14,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,1,65+,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,1,15_64,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,4,0_4,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,3,0_4,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,2,0_4,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,1,0_4,
Nepal,NPL,SEAR,LMC,2026,4,65+,
Nepal,NPL,SEAR,LMC,2026,3,65+,
Nepal,NPL,SEAR,LMC,2026,3,15_64,
Nepal,NPL,SEAR,LMC,2026,2,65+,
Nepal,NPL,SEAR,LMC,2026,2,15_64,
Nepal,NPL,SEAR,LMC,2026,4,5_14,
Nepal,NPL,SEAR,LMC,2026,1,65+,
Nepal,NPL,SEAR,LMC,2026,4,0_4,
Netherlands (Kingdom of the),NLD,EUR,HIC,2026,1,5_14,
Niger,NER,AFR,LIC,2026,3,15_64,
Micronesia (Federated States of),FSM,WPR,LMC,2026,3,5_14,
Micronesia (Federated States of),FSM,WPR,LMC,2026,2,5_14,
Malaysia,MYS,WPR,UMC,2026,1,5_14,
Malaysia,MYS,WPR,UMC,2026,4,15_64,
Malaysia,MYS,WPR,UMC,2026,3,15_64,
Malaysia,MYS,WPR,UMC,2026,2,15_64,
Malaysia,MYS,WPR,UMC,2026,1,15_64,
Malawi,MWI,AFR,LIC,2026,4,15_64,
Malawi,MWI,AFR,LIC,2026,4,5_14,
Malawi,MWI,AFR,LIC,2026,4,0_4,
Malawi,MWI,AFR,LIC,2026,3,5_14,
Malawi,MWI,AFR,LIC,2026,3,15_64,
Malawi,MWI,AFR,LIC,2026,2,5_14,
Malawi,MWI,AFR,LIC,2026,3,0_4,
Malawi,MWI,AFR,LIC,2026,1,5_14,
Malawi,MWI,AFR,LIC,2026,2,15_64,
Malawi,MWI,AFR,LIC,2026,1,15_64,
Malawi,MWI,AFR,LIC,2026,2,0_4,
Malawi,MWI,AFR,LIC,2026,1,0_4,
Malawi,MWI,AFR,LIC,2026,4,65+,
Malawi,MWI,AFR,LIC,2026,3,65+,
Malawi,MWI,AFR,LIC,2026,2,65+,
Malawi,MWI,AFR,LIC,2026,1,65+,
Madagascar,MDG,AFR,LIC,2026,4,0_4,
Madagascar,MDG,AFR,LIC,2026,3,5_14,
Madagascar,MDG,AFR,LIC,2026,3,0_4,
Madagascar,MDG,AFR,LIC,2026,2,0_4,
Madagascar,MDG,AFR,LIC,2026,1,5_14,
Madagascar,MDG,AFR,LIC,2026,4,5_14,
Malaysia,MYS,WPR,UMC,2026,1,65+,
Malaysia,MYS,WPR,UMC,2026,2,5_14,
Malaysia,MYS,WPR,UMC,2026,2,65+,
Malaysia,MYS,WPR,UMC,2026,3,5_14,
Mali,MLI,AFR,LIC,2026,1,0_4,
Mali,MLI,AFR,LIC,2026,4,65+,
Mali,MLI,AFR,LIC,2026,3,65+,
Mali,MLI,AFR,LIC,2026,2,65+,
Mali,MLI,AFR,LIC,2026,1,65+,
Maldives,MDV,SEAR,UMC,2026,4,65+,
Maldives,MDV,SEAR,UMC,2026,4,5_14,
Maldives,MDV,SEAR,UMC,2026,4,0_4,
Maldives,MDV,SEAR,UMC,2026,3,65+,
Maldives,MDV,SEAR,UMC,2026,3,5_14,
Maldives,MDV,SEAR,UMC,2026,3,15_64,
